Narration,TransactionType
"ADVANCE INTEREST Contract nr.: 402 - 0747465 | Interest rate: 0.950000% | Capital: 721,589.56 | Period: 08.06.2017 - 10.07.2017 | Days: 32.00 / 365.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0747465,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0760308 | Interest rate: 0.950000% | Maturity: 10.08.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402 - 0760310 | Interest rate: 0.610000% | Maturity: 11.08.2017,LoanCreate
ADVANCE REFUND Contract nr.: 402 - 0746413,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0746413 | Interest rate: 0.950000% | Capital: 1,344,607.13 | Period: 05.06.2017 - 05.07.2017 | Days: 30.00 / 365.00",LoanCost
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9845389 | 3.78% JB JPY DCI VS USD-112.5 | Interest rate: 3.780000% | Nominal amount: 500,000,000.00 | Maturity: 15.06.2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9845389 | 3.78% JB JPY DCI VS USD-112.5 | Interest rate: 3.780000% | Nominal amount: 500,000,000.00 | Maturity: 15.06.2017",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9847410 | 7.1% JB JPY DCI VS USD-110 | Interest rate: 7.100000% | Nominal amount: 1,000,000,000.00 | Maturity: 08.06.2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9847410 | 7.1% JB JPY DCI VS USD-110 | Interest rate: 7.100000% | Nominal amount: 1,000,000,000.00 | Maturity: 08.06.2017",SpotFxOut
"""REDEMPTION STRUCTURED PRODUCTS Security nr. 9844815 | 2.32% JB JPY DCI VS USD-111.5 | Interest rate: 2.320000% | Nominal amount: 500,000,000.00 | Maturity: 12.06.2017""",SpotFxOut
"""REDEMPTION STRUCTURED PRODUCTS Security nr. 9844815 | 2.32% JB JPY DCI VS USD-111.5 | Interest rate: 2.320000% | Nominal amount: 500,000,000.00 | Maturity: 12.06.2017""",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9848801 | 4.95% JB JPY DCI VS USD-109.6 | Interest rate: 4.950000% | Nominal amount: 500,000,000.00 | Maturity: 03.07.2017",Sale
"PURCHASE STRUCTURED PRODUCTS Security nr. 9958935 | 3.05% JB JPY DCI VS USD-111.1 | Interest rate: 3.050000% | Nominal amount: 250,000,000.00 | Maturity: 18.07.2017 Ebanking",Purchase
CAP/ 4.95% JB JPY DCI VS USD-109.6,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9848065 | 5.69% JB JPY DCI VS USD-110.25 | Interest rate: 5.690000% | Nominal amount: 500,000,000.00 | Maturity: 30.06.2017 Ebanking",Sale
CAP/5.69% JB JPY DCI VS USD-110.25 EBanking,Distribution
"PURCHASE STRUCTURED PRODUCTS Security nr. 9958642 | 9.03% JB JPY DCI VS USD-111.85 | Interest rate: 9.030000% | Nominal amount: 500,000,000.00 | Maturity: 14.07.2017 Ebanking",Purchase
"PURCHASE STRUCTURED PRODUCTS Security nr. 9957585 | 7% JB JPY DCI VS USD-110.5 | Interest rate: 7.000000% | Nominal amount: 550,000,000.00 | Maturity: 14.07.2017 Ebanking",Purchase
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9849652 | 12.31% JB USD DCI VS JPY-110 | Interest rate: 12.310000% | Nominal amount: 5,000,000.00 | Maturity: 23.06.2017 Ebanking",Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9849652 | 12.31% JB USD DCI VS JPY-110 | Interest rate: 12.310000% | Nominal amount: 5,000,000.00 | Maturity: 23.06.2017 Ebanking",SpotFxIn
CAP/12.31% JB USD DCI VS JPY-110,Distribution
CAP/7.4% JB JPY DCI VS USD-108.5 Ebanking,Distribution
"PURCHASE STRUCTURED PRODUCTS Security nr. 9957247 | 3.73% JB JPY DCI VS USD-110.2 | Interest rate: 3.730000% | Nominal amount: 500,000,000.00 | Maturity: 13.07.2017 Ebanking",Purchase
"PURCHASE STRUCTURED PRODUCTS Security nr. 9957248 | 4.95% JB JPY DCI VS USD-110.5 | Interest rate: 4.950000% | Nominal amount: 500,000,000.00 | Maturity: 13.07.2017 Ebanking",Purchase
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9849423 | 7.4% JB JPY DCI VS USD-108.5 | Interest rate: 7.400000% | Nominal amount: 1,000,000,000.00 | Maturity: 22.06.2017",Sale
CUSTODY FEES,MiscExpense
GST ON CUSTODY FEES,MiscExpense
"PURCHASE STRUCTURED PRODUCTS Security nr. 9955484 | 7.32% JB JPY DCI VS USD-109 | Interest rate: 7.320000% | Nominal amount: 452,003,765.00 | Maturity: 12.07.2017 Ebanking",Purchase
FOREX SPOT USD/JPY 109.8160,SpotFxIn
"PURCHASE STRUCTURED PRODUCTS Security nr. 9849423 | 7.4% JB JPY DCI VS USD-108.5 | Interest rate: 7.400000% | Nominal amount: 1,000,000,000.00 | Maturity: 22.06.2017 Ebanking",Purchase
CAP/4.2% JB JPY DCI VS USD-109.5,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9847411 | 4.2% JB JPY DCI VS USD-109.5 | Interest rate: 4.200000% | Nominal amount: 1,000,000,000.00 | Maturity: 08.06.2017 Ebanking",Sale
ADVANCE OPENING Contract nr.: 402 - 0758494 | Interest rate: 0.960000% | Maturity: 31.07.2017,LoanCreate
ADVANCE REFUND Contract nr.: 402 - 0753725,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0756633 | Interest rate: 0.950000% | Maturity: 31.07.2017,LoanCreate
"COUPON PAYMENT BONDS Security nr. 36312585 | 6 3/4 % NOTES SANTANDER UK G HLDG | Interest rate: 6.750000% | Nominal amount: 2,000,000.00 | Maturity: 31.12.2050",Distribution
"ADVANCE INTEREST Contract nr.: 402 - 0753725 | Interest rate: 0.950000% | Capital: 708,627.24 | Period: 22.06.2017 - 29.06.2017 | Days: 7.00 / 365.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0743954,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0743954 | Interest rate: 0.950000% | Capital: 338,188.36 | Period: 26.05.2017 - 26.06.2017 | Days: 31.00 / 365.00",LoanCost
ADVANCE OPENING Contract nr.: 402 - 0754188 | Interest rate: 0.950000% | Maturity: 26.07.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402 - 0753725 | Interest rate: 0.950000% | Maturity: 29.06.2017,LoanCreate
ADVANCE REFUND Contract nr.: 402 - 0740539,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0740539 | Interest rate: 0.960000% | Capital: 708,049.94 | Period: 22.05.2017 - 22.06.2017 | Days: 31.00 / 365.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0735625,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0735625 | Interest rate: 0.950000% | Capital: 721,007.82 | Period: 08.05.2017 - 08.06.2017 | Days: 31.00 / 365.00",LoanCost
ADVANCE OPENING Contract nr.: 402 - 0747465 | Interest rate: 0.950000% | Maturity: 10.07.2017,LoanCreate
"ADVANCE INTEREST Contract nr.: 402 - 0734147 | Interest rate: 0.950000% | Capital: 1,343,453.23 | Period: 03.05.2017 - 05.06.2017 | Days: 33.00 / 365.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0734147,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0746413 | Interest rate: 0.950000% | Maturity: 05.07.2017,LoanCreate
"SUBSCRIPTION INVESTMENT FUND Security nr. 32721726 | UNITS KAIROS INTERNATIONAL SICAV | Quantity: 4,200.00",Purchase
ADVANCE OPENING Contract nr.: 402 - 0758259 | Interest rate: 0.610000% | Maturity: 31.07.2017,LoanCreate
"SUBSCRIPTION INVESTMENT FUND Security nr. 14428520 | UNITS JPMORGAN FUNDS SICAV | Quantity: 13,000.00",Purchase
ADVANCE OPENING Contract nr.: 402 - 0757418 | Interest rate: 0.610000% | Maturity: 31.07.2017,LoanCreate
"REDEMPTION STRUCTURED PRODUCTS Security nr. 36465085 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 14.000000% | Nominal amount: 1,000,000.00 | Maturity: 25.08.2017",Sale
"PURCHASE STRUCTURED PRODUCTS Security nr. 36967957 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 18.270000% | Nominal amount: 500,000.00 | Maturity: 20.11.2017",Purchase
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 36465085 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 14.000000% | Nominal amount: 1,000,000.00 | Maturity: 25.08.2017",Distribution
"ADVANCE INTEREST Contract nr.: 402 - 0737724 | Interest rate: 0.610000% | Capital: 1,000,000.00 | Period: 18.05.2017 - 26.06.2017 | Days: 39.00 / 360.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0737724,LoanRepay
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 36465188 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 12.160000% | Nominal amount: 500,000.00 | Maturity: 30.08.2017",Distribution
"SUBSCRIPTION INVESTMENT FUND Security nr. 18762448 | UNITS BLACKROCK GLOBAL FUNDS SICAV | Quantity: 100,000.00",Purchase
ADVANCE OPENING Contract nr.: 402 - 0758266 | Interest rate: 2.030000% | Maturity: 31.07.2017,LoanCreate
"ADVANCE INTEREST Contract nr.: 402 - 0740540 | Interest rate: 1.820000% | Capital: 500,000.00 | Period: 23.05.2017 - 30.06.2017 | Days: 38.00 / 360.00",LoanCost
ADVANCE OPENING Contract nr.: 402 - 0757528 | Interest rate: 2.030000% | Maturity: 14.08.2017,LoanCreate
"SUBSCRIPTION INVESTMENT FUND Security nr. 27229435 | UNIT NEUBERGER BERMAN INVEST FDS PL | Quantity: 48,000.00",Purchase
ADVANCE OPENING Contract nr.: 402 - 0757410 | Interest rate: 2.020000% | Maturity: 31.07.2017,LoanCreate
ADVANCE REFUND Contract nr.: 402 - 0740540,LoanRepay
"PURCHASE STRUCTURED PRODUCTS Security nr. 36967959 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 17.880000% | Nominal amount: 500,000.00 | Maturity: 20.11.2017",Purchase
"PURCHASE STRUCTURED PRODUCTS Security nr. 9958063 | 8.11% JB USD DCI VS JPY-111.8 | Interest rate: 8.110000% | Nominal amount: 4,493,552.56 | Maturity: 11.07.2017",Purchase
"ADVANCE INTEREST Contract nr.: 402 - 0742911 | Interest rate: 1.820000% | Capital: 1,040,063.45 | Period: 26.05.2017 - 26.06.2017 | Days: 31.00 / 360.00",LoanCost
ADVANCE OPENING Contract nr.: 402 - 0754954 | Interest rate: 2.030000% | Maturity: 07.08.2017,LoanCreate
ADVANCE REFUND Contract nr.: 402 - 0742911,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0754187 | Interest rate: 2.090000% | Maturity: 26.09.2017,LoanCreate
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9849652 | 12.31% JB USD DCI VS JPY-110 | Interest rate: 12.310000% | Nominal amount: 5,000,000.00 | Maturity: 23.06.2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9849652 | 12.31% JB USD DCI VS JPY-110 | Interest rate: 12.310000% | Nominal amount: 5,000,000.00 | Maturity: 23.06.2017",SpotFxOut
"PURCHASE STRUCTURED PRODUCTS Security nr. 36967728 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 14.220000% | Nominal amount: 1,000,000.00 | Maturity: 12.09.2017",Purchase
ADVANCE OPENING Contract nr.: 402 - 0753058 | Interest rate: 2.010000% | Maturity: 21.07.2017,LoanCreate
"PURCHASE BONDS Security nr. 36455012 | 6 3/8 % BONDS OXLEY MTN PTE LTD | Interest rate: 6.375000% | Nominal amount: 1,000,000.00 | Maturity: 21.04.2021",Purchase
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 1628315 | UNIT FRANKLIN TEMPLETON INV FD SICA | Quantity: 107,000.00",Distribution
ADVANCE OPENING Contract nr.: 402 - 0751640 | Interest rate: 1.970000% | Maturity: 17.07.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402 - 0751638 | Interest rate: 1.980000% | Maturity: 26.07.2017,LoanCreate
"ADVANCE INTEREST Contract nr.: 402 - 0738943 | Interest rate: 1.790000% | Capital: 868,650.68 | Period: 18.05.2017 - 19.06.2017 | Days: 32.00 / 360.00",LoanCost
ADVANCE OPENING Contract nr.: 402 - 0751644 | Interest rate: 1.970000% | Maturity: 19.07.2017,LoanCreate
ADVANCE REFUND Contract nr.: 402 - 0738943,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0739425 | Interest rate: 1.800000% | Capital: 1,747,062.22 | Period: 16.05.2017 - 16.06.2017 | Days: 31.00 / 360.00",LoanCost
"PURCHASE STRUCTURED PRODUCTS Security nr. 36967581 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 18.160000% | Nominal amount: 1,000,000.00 | Maturity: 05.10.2017",Purchase
ADVANCE REFUND Contract nr.: 402 - 0739425,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0738293 | Interest rate: 1.790000% | Capital: 878,536.29 | Period: 16.05.2017 - 16.06.2017 | Days: 31.00 / 360.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0738293,LoanRepay
CAP/3.78% JB JPY DCI VS USD-112.5,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9845389 | 3.78% JB JPY DCI VS USD-112.5 | Interest rate: 3.780000% | Nominal amount: 500,000,000.00 | Maturity: 15.06.2017",SpotFxIn
"PURCHASE STRUCTURED PRODUCTS Security nr. 9956054 | 1.31% JB USD DCI VS JPY-112.3 | Interest rate: 1.310000% | Nominal amount: 4,458,911.11 | Maturity: 06.07.2017",Purchase
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9844815 | 2.32% JB JPY DCI VS USD-111.5 | Interest rate: 2.320000% | Nominal amount: 500,000,000.00 | Maturity: 12.06.2017",SpotFxIn
PAYMENT Beneficiary: /122364 TRINITAS JAPAN PTE. LTD | Beneficiary bank: /8900360925 CSPBSGSGXXX,MoneyOut
CAP/2.32% JB JPY DCI VS USD-111.5,Distribution
FOREX SPOT USD/JPY 109.8160,SpotFxOut
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 18564323 | UNITS NOMURA FUNDS IRELAND PLC | Quantity: 7,800.00",Distribution
"PURCHASE STRUCTURED PRODUCTS Security nr. 9849652 | 12.31% JB USD DCI VS JPY-110 | Interest rate: 12.310000% | Nominal amount: 5,000,000.00 | Maturity: 23.06.2017",Purchase
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9847410 | 7.1% JB JPY DCI VS USD-110 | Interest rate: 7.100000% | Nominal amount: 1,000,000,000.00 | Maturity: 08.06.2017",SpotFxIn
CAP/7.1% JB JPY DCI VS USD-110,Distribution
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 21966706 | UNITS SCHRODER INTL SELECT FD SICAV | Quantity: 10,000.00",Distribution
ADVANCE OPENING Contract nr.: 402 - 0754953 | Interest rate: 1.440000% | Maturity: 07.08.2017,LoanCreate
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 36295732 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 9.000000% | Nominal amount: 1,000,000.00 | Maturity: 21.08.2017",Distribution
ADVANCE REFUND Contract nr.: 402 - 0736122,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0736122 | Interest rate: 1.430000% | Capital: 1,000,000.00 | Period: 12.05.2017 - 19.06.2017 | Days: 38.00 / 365.00",LoanCost
"PURCHASE STRUCTURED PRODUCTS Security nr. 36967571 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 9.000000% | Nominal amount: 500,000.00 | Maturity: 05.09.2017",Purchase
ADVANCE OPENING Contract nr.: 402 - 0750770 | Interest rate: 1.410000% | Maturity: 19.07.2017,LoanCreate
"SUBSCRIPTION INVESTMENT FUND Security nr. 18329908 | UNITS POLAR CAPITAL FUNDS PLC | Quantity: 240,000.00",Purchase
ADVANCE OPENING Contract nr.: 402 - 0743954 | Interest rate: 0.950000% | Maturity: 26.06.2017,LoanCreate
"ADVANCE INTEREST Contract nr.: 402 - 0729407 | Interest rate: 0.960000% | Capital: 707,473.11 | Period: 21.04.2017 - 22.05.2017 | Days: 31.00 / 365.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0729407,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0740539 | Interest rate: 0.960000% | Maturity: 22.06.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402 - 0737724 | Interest rate: 0.610000% | Maturity: 26.06.2017,LoanCreate
"PURCHASE BONDS Security nr. 24513567 | 7 1/8 % NOTES DEUTSCHE BANK AG | Interest rate: 7.125000% | Nominal amount: 700,000.00 | Maturity: 31.12.2050",Purchase
"PURCHASE STRUCTURED PRODUCTS Security nr. 36465085 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 14.000000% | Nominal amount: 1,000,000.00 | Maturity: 25.08.2017",Purchase
ADVANCE OPENING Contract nr.: 402 - 0735625 | Interest rate: 0.950000% | Maturity: 08.06.2017,LoanCreate
CAP/1.5% JB JPY DCI VS USD-110.2,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9846448 | 1.5% JB JPY DCI VS USD-110.2 | Interest rate: 1.500000% | Nominal amount: 500,000,000.00 | Maturity: 02.06.2017",Sale
"PURCHASE STRUCTURED PRODUCTS Security nr. 9848801 | 4.95% JB JPY DCI VS USD-109.6 | Interest rate: 4.950000% | Nominal amount: 500,000,000.00 | Maturity: 03.07.2017",Purchase
"PURCHASE STRUCTURED PRODUCTS Security nr. 9848065 | 5.69% JB JPY DCI VS USD-110.25 | Interest rate: 5.690000% | Nominal amount: 500,000,000.00 | Maturity: 30.06.2017",Purchase
"SpotFX In - REDEMPTION STRUCTURED PRODUCTS Security nr. 9845398 | 1.5% JB JPY DCI VS USD-112.2 | Interest rate: 1.500000% | Nominal amount: 500,000,000.00 | Maturity: 30.05.2017 Ebanking",SpotFxIn
SpotFX Out - CAP/2.48% JB JPY DCI VS USD-112.5 Ebanking,SpotFxOut
CAP/1.5% JB JPY DCI VS USD-112.2 Ebanking,Distribution
CAP/2.48% JB JPY DCI VS USD-112.5 Ebanking,Distribution
SpotFX Out - CAP/1.5% JB JPY DCI VS USD-112.2 Ebanking,SpotFxOut
SpotFX In - CAP/1.5% JB JPY DCI VS USD-112.2 Ebanking,SpotFxIn
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9845398 | 1.5% JB JPY DCI VS USD-112.2 | Interest rate: 1.500000% | Nominal amount: 500,000,000.00 | Maturity: 30.05.2017 Ebanking",Sale
FOREX SPOT USD/JPY 111.6690,SpotFxIn
FOREX SPOT USD/JPY 111.6690 Ebanking,SpotFxOut
"SpotFX In - REDEMPTION STRUCTURED PRODUCTS Security nr. 9845396 | 2.48% JB JPY DCI VS USD-112.5 | Interest rate: 2.480000% | Nominal amount: 500,000,000.00 | Maturity: 30.05.2017 Ebanking",SpotFxIn
SpotFX In - CAP/2.48% JB JPY DCI VS USD-112.5 Ebanking,SpotFxIn
"SpotFX Out - REDEMPTION STRUCTURED PRODUCTS Security nr. 9845396 | 2.48% JB JPY DCI VS USD-112.5 | Interest rate: 2.480000% | Nominal amount: 500,000,000.00 | Maturity: 30.05.2017 Ebanking",SpotFxOut
"SpotFX Out - REDEMPTION STRUCTURED PRODUCTS Security nr. 9845398 | 1.5% JB JPY DCI VS USD-112.2 | Interest rate: 1.500000% | Nominal amount: 500,000,000.00 | Maturity: 30.05.2017 Ebanking",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9845396 | 2.48% JB JPY DCI VS USD-112.5 | Interest rate: 2.480000% | Nominal amount: 500,000,000.00 | Maturity: 30.05.2017 Ebanking",Sale
ADVANCE OPENING Contract nr.: 402 - 0742911 | Interest rate: 1.820000% | Maturity: 26.06.2017 Ebanking,LoanCreate
CAP/10.25% JB JPY DCI VS USD-108.5,Distribution
"SpotFX In - REDEMPTION STRUCTURED PRODUCTS Security nr. 9844523 | 2% JB JPY DCI VS USD-111 | Interest rate: 2.000000% | Nominal amount: 300,000,000.00 | Maturity: 25.05.2017",SpotFxIn
"SpotFX Out - REDEMPTION STRUCTURED PRODUCTS Security nr. 9844814 | 1.33% JB JPY DCI VS USD-111.5 | Interest rate: 1.330000% | Nominal amount: 500,000,000.00 | Maturity: 25.05.2017",SpotFxOut
CAP/2% JB JPY DCI VS USD-111,Distribution
SpotFX In - CAP/1.33% JB JPY DCI VS USD-111.5,SpotFxIn
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9842106 | 7.23% JB JPY DCI VS USD-107.5 | Interest rate: 7.230000% | Nominal amount: 500,000,000.00 | Maturity: 25.05.2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9842105 | 10.68% JB JPY DCI VS USD-108.5 | Interest rate: 10.680000% | Nominal amount: 1,000,000,000.00 | Maturity: 25.05.2017",Sale
FOREX SPOT USD/JPY 111.0320,SpotFxOut
"PURCHASE BONDS Security nr. 26138501 | 7 1/2 % NOTES DEUTSCHE BANK AG | Interest rate: 7.500000% | Nominal amount: 1,000,000.00 | Maturity: 31.12.2050",Purchase
"SpotFX In - REDEMPTION STRUCTURED PRODUCTS Security nr. 9844814 | 1.33% JB JPY DCI VS USD-111.5 | Interest rate: 1.330000% | Nominal amount: 500,000,000.00 | Maturity: 25.05.2017",SpotFxIn
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9844814 | 1.33% JB JPY DCI VS USD-111.5 | Interest rate: 1.330000% | Nominal amount: 500,000,000.00 | Maturity: 25.05.2017",Sale
CAP/1.33% JB JPY DCI VS USD-111.5,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9844523 | 2% JB JPY DCI VS USD-111 | Interest rate: 2.000000% | Nominal amount: 300,000,000.00 | Maturity: 25.05.2017",Sale
CAP/7.23% JB JPY DCI VS USD-107.5,Distribution
"SpotFX Out - REDEMPTION STRUCTURED PRODUCTS Security nr. 9844523 | 2% JB JPY DCI VS USD-111 | Interest rate: 2.000000% | Nominal amount: 300,000,000.00 | Maturity: 25.05.2017",SpotFxOut
CAP/10.68% JB JPY DCI VS USD-108.5,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9842094 | 10.25% JB JPY DCI VS USD-108.5 | Interest rate: 10.250000% | Nominal amount: 200,000,000.00 | Maturity: 25.05.2017",Sale
SpotFX Out - CAP/2% JB JPY DCI VS USD-111,SpotFxOut
FOREX SPOT USD/JPY 111.0320,SpotFxIn
"PURCHASE STRUCTURED PRODUCTS Security nr. 9847411 | 4.2% JB JPY DCI VS USD-109.5 | Interest rate: 4.200000% | Nominal amount: 1,000,000,000.00 | Maturity: 08.06.2017",Purchase
SpotFX Out - CAP/1.33% JB JPY DCI VS USD-111.5,SpotFxOut
SpotFX In - CAP/2% JB JPY DCI VS USD-111,SpotFxIn
"PURCHASE STRUCTURED PRODUCTS Security nr. 9847410 | 7.1% JB JPY DCI VS USD-110 | Interest rate: 7.100000% | Nominal amount: 1,000,000,000.00 | Maturity: 08.06.2017",Purchase
ADVANCE OPENING Contract nr.: 402 - 0740540 | Interest rate: 1.820000% | Maturity: 30.06.2017,LoanCreate
CAP/3.92% JB JPY DCI VS USD-110,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9843938 | 3.92% JB JPY DCI VS USD-110 | Interest rate: 3.920000% | Nominal amount: 500,000,000.00 | Maturity: 19.05.2017",Sale
"PURCHASE STRUCTURED PRODUCTS Security nr. 9846448 | 1.5% JB JPY DCI VS USD-110.2 | Interest rate: 1.500000% | Nominal amount: 500,000,000.00 | Maturity: 02.06.2017",Purchase
ADVANCE OPENING Contract nr.: 402 - 0739425 | Interest rate: 1.800000% | Maturity: 16.06.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402 - 0738943 | Interest rate: 1.790000% | Maturity: 19.06.2017,LoanCreate
"SUBSCRIPTION INVESTMENT FUND Security nr. 1628315 | UNIT FRANKLIN TEMPLETON INV FD SICA | Quantity: 107,000.00",Purchase
"SUBSCRIPTION INVESTMENT FUND Security nr. 18564323 | UNITS NOMURA FUNDS IRELAND PLC | Quantity: 7,800.00",Purchase
"SUBSCRIPTION INVESTMENT FUND Security nr. 21966706 | UNITS SCHRODER INTL SELECT FD SICAV | Quantity: 10,000.00",Purchase
ADVANCE OPENING Contract nr.: 402 - 0738293 | Interest rate: 1.790000% | Maturity: 16.06.2017,LoanCreate
"PURCHASE STRUCTURED PRODUCTS Security nr. 9845389 | 3.78% JB JPY DCI VS USD-112.5 | Interest rate: 3.780000% | Nominal amount: 500,000,000.00 | Maturity: 15.06.2017",Purchase
"PURCHASE STRUCTURED PRODUCTS Security nr. 9845396 | 2.48% JB JPY DCI VS USD-112.5 | Interest rate: 2.480000% | Nominal amount: 500,000,000.00 | Maturity: 30.05.2017",Purchase
"PURCHASE STRUCTURED PRODUCTS Security nr. 9845398 | 1.5% JB JPY DCI VS USD-112.2 | Interest rate: 1.500000% | Nominal amount: 500,000,000.00 | Maturity: 30.05.2017",Purchase
CAP/12.64% JB JPY DCI VS USD-108,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9842625 | 6.16% JB JPY DCI VS USD-109 | Interest rate: 6.160000% | Nominal amount: 500,000,000.00 | Maturity: 11.05.2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9842103 | 12.64% JB JPY DCI VS USD-108 | Interest rate: 12.640000% | Nominal amount: 500,000,000.00 | Maturity: 11.05.2017",Sale
PAYMENT Beneficiary: /866537 TRINITAS JAPAN PTE LTD | Beneficiary bank: /101-WA-216003-000 UBSWSGSGXXX,MoneyOut
